DU2076 Bonus Cap Certificate — N=200-Step Binomial Tree
Date      : 2025-09-04
S0        : 1707.93 EUR
K (cap)   : 2000.00 EUR
B (barrier): 1050.00 EUR
sigma     : 0.3898  (38.98% p.a.)
r         : 0.0334  (3.34% p.a.)
T         : 1.7851 years
dt        : 0.008925 years
u         : 1.037515
d         : 0.963842
q (risk-neutral prob): 0.494186
Total nodes: 20,301
======================================================================
  Step  UpMoves      S(n,j) EUR   V_cert(n,j) EUR  Status
   141      135     197569.7064         1965.1330  alive
   141      136     212671.2279         1965.1330  alive
   141      137     228927.0556         1965.1330  alive
   141      138     246425.4207         1965.1330  alive
   141      139     265261.2982         1965.1330  alive
   141      140     285536.9227         1965.1330  alive
   141      141     307362.3435         1965.1330  alive
   142        0          9.1473            9.1218  KNOCKED OUT
   142        1          9.8465            9.8190  KNOCKED OUT
   142        2         10.5992           10.5696  KNOCKED OUT
   142        3         11.4093           11.3775  KNOCKED OUT
   142        4         12.2814           12.2471  KNOCKED OUT
   142        5         13.2201           13.1832  KNOCKED OUT
   142        6         14.2306           14.1909  KNOCKED OUT
   142        7         15.3184           15.2756  KNOCKED OUT
   142        8         16.4893           16.4432  KNOCKED OUT
   142        9         17.7496           17.7001  KNOCKED OUT
   142       10         19.1064           19.0530  KNOCKED OUT
   142       11         20.5668           20.5094  KNOCKED OUT
   142       12         22.1388           22.0770  KNOCKED OUT
   142       13         23.8311           23.7645  KNOCKED OUT
   142       14         25.6526           25.5810  KNOCKED OUT
   142       15         27.6134           27.5363  KNOCKED OUT
   142       16         29.7241           29.6411  KNOCKED OUT
   142       17         31.9961           31.9068  KNOCKED OUT
   142       18         34.4418           34.3456  KNOCKED OUT
   142       19         37.0744           36.9709  KNOCKED OUT
   142       20         39.9082           39.7968  KNOCKED OUT
   142       21         42.9586           42.8387  KNOCKED OUT
   142       22         46.2422           46.1131  KNOCKED OUT
   142       23         49.7768           49.6379  KNOCKED OUT
   142       24         53.5816           53.4320  KNOCKED OUT
   142       25         57.6772           57.5162  KNOCKED OUT
   142       26         62.0858           61.9125  KNOCKED OUT
   142       27         66.8314           66.6449  KNOCKED OUT
   142       28         71.9398           71.7390  KNOCKED OUT
   142       29         77.4386           77.2224  KNOCKED OUT
   142       30         83.3577           83.1250  KNOCKED OUT
   142       31         89.7293           89.4788  KNOCKED OUT
   142       32         96.5879           96.3182  KNOCKED OUT
   142       33        103.9707          103.6805  KNOCKED OUT
   142       34        111.9179          111.6054  KNOCKED OUT
   142       35        120.4725          120.1362  KNOCKED OUT
   142       36        129.6809          129.3189  KNOCKED OUT
   142       37        139.5933          139.2036  KNOCKED OUT
   142       38        150.2633          149.8438  KNOCKED OUT
   142       39        161.7489          161.2974  KNOCKED OUT
   142       40        174.1124          173.6264  KNOCKED OUT
   142       41        187.4209          186.8977  KNOCKED OUT
   142       42        201.7467          201.1835  KNOCKED OUT
   142       43        217.1675          216.5613  KNOCKED OUT
   142       44        233.7670          233.1144  KNOCKED OUT
   142       45        251.6353          250.9329  KNOCKED OUT
   142       46        270.8694          270.1133  KNOCKED OUT
   142       47        291.5737          290.7598  KNOCKED OUT
   142       48        313.8606          312.9844  KNOCKED OUT
   142       49        337.8509          336.9078  KNOCKED OUT
   142       50        363.6751          362.6599  KNOCKED OUT
   142       51        391.4731          390.3803  KNOCKED OUT
   142       52        421.3959          420.2195  KNOCKED OUT
   142       53        453.6059          452.3396  KNOCKED OUT
   142       54        488.2779          486.9148  KNOCKED OUT
   142       55        525.6001          524.1328  KNOCKED OUT
   142       56        565.7751          564.1956  KNOCKED OUT
   142       57        609.0209          607.3203  KNOCKED OUT
   142       58        655.5723          653.7403  KNOCKED OUT
   142       59        705.6819          703.7052  KNOCKED OUT
   142       60        759.6217          757.4792  KNOCKED OUT
   142       61        817.6845          815.3356  KNOCKED OUT
   142       62        880.1853          877.5437  KNOCKED OUT
   142       63        947.4636          944.3411  KNOCKED OUT
   142       64       1019.8843         1015.8854  KNOCKED OUT
   142       65       1097.8406         1191.7383  alive
   142       66       1181.7556         1363.9612  alive
   142       67       1272.0848         1520.8220  alive
   142       68       1369.3184         1653.8773  alive
   142       69       1473.9842         1759.0601  alive
   142       70       1586.6502         1836.5645  alive
   142       71       1707.9281         1889.7839  alive
   142       72       1838.4760         1923.8188  alive
   142       73       1979.0025         1944.0725  alive
   142       74       2130.2704         1955.2746  alive
   142       75       2293.1007         1961.0246  alive
   142       76       2468.3771         1963.7590  alive
   142       77       2657.0510         1964.9611  alive
   142       78       2860.1465         1965.4484  alive
   142       79       3078.7658         1965.6302  alive
   142       80       3314.0957         1965.6922  alive
   142       81       3567.4133         1965.7116  alive
   142       82       3840.0936         1965.7171  alive
   142       83       4133.6166         1965.7185  alive
   142       84       4449.5755         1965.7188  alive
   142       85       4789.6851         1965.7189  alive
   142       86       5155.7915         1965.7189  alive
   142       87       5549.8817         1965.7189  alive
   142       88       5974.0948         1965.7189  alive
   142       89       6430.7333         1965.7189  alive
   142       90       6922.2755         1965.7189  alive
   142       91       7451.3895         1965.7189  alive
   142       92       8020.9470         1965.7189  alive
   142       93       8634.0395         1965.7189  alive
   142       94       9293.9946         1965.7189  alive
   142       95      10004.3943         1965.7189  alive
   142       96      10769.0944         1965.7189  alive
   142       97      11592.2455         1965.7189  alive
   142       98      12478.3152         1965.7189  alive
   142       99      13432.1130         1965.7189  alive
   142      100      14458.8157         1965.7189  alive
   142      101      15563.9958         1965.7189  alive
   142      102      16753.6520         1965.7189  alive
   142      103      18034.2412         1965.7189  alive
   142      104      19412.7140         1965.7189  alive
   142      105      20896.5525         1965.7189  alive
   142      106      22493.8102         1965.7189  alive
   142      107      24213.1565         1965.7189  alive
   142      108      26063.9236         1965.7189  alive
   142      109      28056.1566         1965.7189  alive
   142      110      30200.6689         1965.7189  alive
   142      111      32509.0999         1965.7189  alive
   142      112      34993.9792         1965.7189  alive
   142      113      37668.7938         1965.7189  alive
   142      114      40548.0616         1965.7189  alive
   142      115      43647.4104         1965.7189  alive
   142      116      46983.6622         1965.7189  alive
   142      117      50574.9253         1965.7189  alive
   142      118      54440.6916         1965.7189  alive
   142      119      58601.9433         1965.7189  alive
   142      120      63081.2662         1965.7189  alive
   142      121      67902.9725         1965.7189  alive
   142      122      73093.2327         1965.7189  alive
   142      123      78680.2179         1965.7189  alive
   142      124      84694.2523         1965.7189  alive
